Asset Code,Asset Description,Locatoion Dept,Cost Center,Location Section,Location Main,Date,Units,Cost ,Book Value,BOI,BOI Number
CP01-29-0001,ที่ดิน 25 ไร่ 3 งาน 61.6 ตารางวา โฉนดเลขที่ 7044 16350 16152 11313 16349,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,31-Dec-86,1,3901210,3901210,NON BOI,NULL
CP01-30-0001,ที่ดิน 4 ไร่ 1 งาน 80 ตารางวา โฉนดเลขที่ 11282,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,31-Dec-87,1,2181471,2181471,NON BOI,NULL
CP01-36-0001,ที่ดิน 9 ไร่ 28 ตารางวา โฉนดเลขที่ 6869,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,31-Oct-93,1,5730711,5730711,NON BOI,NULL
CP01-38-0001,ที่ดิน 5 ไร่ 3 งาน 40.2 ตารางวา โฉนดเลขที่ 28554,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,12-May-95,1,4095000,4095000,NON BOI,NULL
CP01-38-0002,ค่าปรับที่ดิน โฉนด 28554,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,01-Oct-95,1,43650,43650,NON BOI,NULL
CP01-41-0001,ที่ดิน 37 ไร่ 345 ตารางวา โฉนดเลขที่ 7432  7900  8169  11311  11312  22103 16499,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,26-Mar-98,1,57237597,57237597,NON BOI,NULL
CP01-53-0001,ที่ดิน 2 ไร่ 3 งาน 85 ตารางวา โฉนดเลขที่ 23628,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,14-Oct-10,1,1805720,1805720,NON BOI,NULL
CP01-55-0001,ที่ดิน 3 ไร่ 3 งาน 34.8 ตารางวา โฉนดที่ดินเลขที่ 8886,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,29-Dec-12,1,8000000,8000000,NON BOI,NULL
CP01-56-0001,ที่ดิน 18 ไร่ 0 งาน 75.4 ตารางวา โฉนดที่ดินเลขที่ 24008,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,08-Jan-13,1,16114106,16114106,NON BOI,NULL
CP01-56-0002,ที่ดิน 3 ไร่ 2 งาน 58.6 ตารางวา โฉนดที่ดินเลขที่ 8555,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,08-Jan-13,1,450000,450000,NON BOI,NULL
CP01-56-0003,งานปรับปรุงที่ดิน โฉนดเลขที่ 28554 เนื้อที่ 5ไร่ 3งาน 40.2ตารางวา,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,08-Mar-13,1,2550000,2550000,NON BOI,NULL
CP01-56-0004,งานปรับปรุงที่ดิน โฉนดเลขที่ที่ดิน 8886 เนื้อที่ 3 ไร่ 3 งาน 34.8 ตารางวา,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,30-Jun-13,1,1370000,1370000,NON BOI,NULL
CP02-28-0007,อาคารโรงงานหลังที่ 1 ต่อเติม,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 1,08-Jun-85,1,9680698,1,NON BOI,NULL
CP02-28-0001,อาคารคลังพัสดุ,ฝ่ายโรงงาน,2202,5340,อาคารคลังพัสดุ,30-Jun-85,1,619600,1,NON BOI,NULL
CP02-28-0002,บ่อเก็บน้ำหอพัก 1,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,30-Jun-85,1,1966280,1,NON BOI,NULL
CP02-28-0004,อาคารโรงไฟฟ้า-ห้องช่าง,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,30-Jun-85,1,250900,1,NON BOI,NULL
CP02-28-0005,รั้วโรงงาน,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,30-Jun-85,1,877800,1,NON BOI,NULL
CP02-29-0001,รั้วโรงงาน ต่อเติม,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,31-Jan-86,1,14500,1,NON BOI,NULL
CP02-30-0011,บ้านพัก Sup-เรือนรับรอง อาคาร2,ฝ่ายบริหารทรัพยากรบุคคล,2106,5222,หอพักผู้บริหาร,31-Oct-87,1,2279439,1,NON BOI,NULL
CP02-31-0002,อาคารโรงงานหลังที่ 1,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 1,31-Oct-88,1,614394,1,NON BOI,NULL
CP02-32-0004,อาคารกุ้งใหญ่ โรงงาน 1,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 1,30-Jun-89,1,3100221,1,NON BOI,NULL
CP02-32-0012,โรงงานต้มกุ้ง แกะกุ้ง อาคาร 2,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 2,31-Oct-89,1,9235317,1,NON BOI,NULL
CP02-33-0016,ห้องเครื่องระบบทำความเย็น ร.1,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,15-May-90,1,232900,1,NON BOI,NULL
CP02-33-0015,ป้อมยาม 2,ฝ่ายบริหารทรัพยากรบุคคล,2103,5252,อาคารสำนักงาน,31-May-90,1,150000,1,NON BOI,NULL
CP02-33-0017,รั้วประตูและเสารั้วหน้าป้อมยาม,ฝ่ายบริหารทรัพยากรบุคคล,2103,5252,อาคารสำนักงาน,31-May-90,1,55000,1,NON BOI,NULL
CP02-33-0021,ห้องเครื่องทำน้ำแข็งยูนิต รง.2,ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 2,31-May-90,1,429000,1,NON BOI,NULL
CP02-33-0027,ห้องเครื่องระบบทำความเย็น,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,02-Jul-90,1,16575,1,NON BOI,NULL
CP02-33-0034,บ่อพักน้ำเสีย,ฝ่ายวิศวกรรม,5901,5451,บ่อบำบัดน้ำเสีย,30-Sep-90,1,441351,1,NON BOI,NULL
CP02-33-0036,อาคารคลังพัสดุ,ฝ่ายโรงงาน,2202,5340,อาคารคลังพัสดุ,31-Oct-90,1,3083309,1,NON BOI,NULL
CP02-34-0004,ห้อง COLD ROOM รง.3,ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 3,30-Jun-91,1,3075651,1,NON BOI,NULL
CP02-34-0005,อาคารโรงงาน 3 รวมตกแต่ง,ฝ่ายโรงงาน,5311,3110,อาคารโรงงาน 3,30-Jun-91,1,22570931,1,NON BOI,NULL
CP02-34-0006,ห้องน้ำแข็ง,ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 3,30-Jun-91,1,262233,1,NON BOI,NULL
CP02-34-0009,รั้วคอนกรีต รง.3,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,30-Jun-91,1,189150,1,NON BOI,NULL
CP02-34-0010,ห้องช่างและห้องน้ำโรงงาน 3,ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,15-Jul-91,1,299790,1,NON BOI,NULL
CP02-34-0012,อาคารถ้งพักน้ำใต้ดินและโรงยิม,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,31-Dec-91,1,8113960,1,NON BOI,NULL
CP02-34-0018,ต่อเติมรั้วหลังโรงงาน,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,31-Dec-91,1,421875,1,NON BOI,NULL
CP02-34-0019,อาคารสำนักงาน,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,31-Dec-91,1,12738227,1,NON BOI,NULL
CP02-35-0011,สระน้ำ ป้าย เสาธง,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,10-May-92,1,81625,1,NON BOI,NULL
CP02-35-0022,ห้องเก็บบู๊ท รง.1 ต่อเติม,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 1,31-Dec-92,1,55000,1,NON BOI,NULL
CP02-36-0005,ห้องน้ำชาย โรงงาน 1(ต่อเติม),ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 1,31-May-93,1,681567,1,NON BOI,NULL
CP02-36-0007,อาคารกุ้งใหญ่ (ต่อเติม),ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 1,30-Jun-93,1,341437,1,NON BOI,NULL
CP02-36-0011,ห้องเครื่องกำเนิดไฟฟ้า,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,30-Sep-93,1,183176,1,NON BOI,NULL
CP02-36-0015,โรงทำน้ำแข็งเกล็ด,ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 1,30-Nov-93,1,409800,1,NON BOI,NULL
CP02-36-0017,กำแพงรั้วคอนกรีต(ต่อเติม),ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,31-Dec-93,1,496858,1,NON BOI,NULL
CP02-37-0005,โรงกลึงและสโตร์ช่าง,ฝ่ายวิศวกรรม,5901,5440,อาคารวิศวกรรม,31-Mar-94,1,514059,1,NON BOI,NULL
CP02-37-0006,อาคารโรงกุ้งแห้ง,ฝ่ายโรงงาน,5812,1311,อาคารโรงงาน 1,30-Apr-94,1,1524274,1,NON BOI,NULL
CP02-37-0009,ต่อเติมโรงกลึง,ฝ่ายวิศวกรรม,5901,5440,อาคารวิศวกรรม,11-Aug-94,1,138739,1,NON BOI,NULL
CP02-38-0001,รั้วศูนย์เด็กเล็ก,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ศูนย์เด็กเล็ก,07-Mar-95,1,146986,1,NON BOI,NULL
CP02-38-0003,ต่อเติมโรงกุ้งแห้ง,ฝ่ายโรงงาน,5812,1311,อาคารโรงงาน 1,30-Apr-95,1,128972,1,NON BOI,NULL
CP02-38-0007,ต่อเติมโรงกลึงสโตร์ช่าง,ฝ่ายวิศวกรรม,5901,5440,อาคารวิศวกรรม,26-Sep-95,1,168224,1,NON BOI,NULL
CP02-38-0011,อาคารโรงงาน 4,ฝ่ายโรงงาน,5420,4120,อาคารโรงงาน 4,01-Oct-95,1,139967859,1,NON BOI,NULL
CP02-38-0012,อาคารซักรีด(ห้องปฏิบัติงานช่าง),ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 4,01-Oct-95,1,1545384,1,NON BOI,NULL
CP02-38-0010,ประตูเลื่อนลานจอดรถ,ฝ่ายบริหารทรัพยากรบุคคล,2105,5254,อาคารสำนักงาน,30-Nov-95,1,10229,1,NON BOI,NULL
CP02-38-0013,อาคารศูนย์พัฒนาเด็กเล็ก,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ศูนย์เด็กเล็ก,01-Dec-95,1,2919055,1,NON BOI,NULL
CP02-39-0002,ปรับปรุงอาคารคลังพัสดุ,ฝ่ายโรงงาน,2202,5340,อาคารคลังพัสดุ,01-Jul-96,1,765981,1,NON BOI,NULL
CP02-39-0003,ปรับปรุงอาคารโรงงาน 1,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 1,30-Sep-96,1,5640634,1,NON BOI,NULL
CP02-39-0004,ปรับปรุงอาคารโรงงาน 2,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 2,30-Sep-96,1,950516,1,NON BOI,NULL
CP02-39-0005,ปรับปรุงอาคารโรงงาน 3,ฝ่ายโรงงาน,5311,3110,อาคารโรงงาน 3,30-Sep-96,1,2317980,1,NON BOI,NULL
CP02-39-0009,ต่อเติมห้องช่างโรงงาน 3,ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,31-Dec-96,1,135234,1,NON BOI,NULL
CP02-40-0001,ต่อเติมห้องน้ำรง.1= 20 ห้อง,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 1,01-Feb-97,1,961999,1,NON BOI,NULL
CP02-40-0002,ต่อเติมห้องช่างโรงงาน 4,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 4,01-Feb-97,1,139000,1,NON BOI,NULL
CP02-40-0003,ปรับปรุงอาคารโรงงาน 1,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 1,01-Mar-97,1,780240,1,NON BOI,NULL
CP02-40-0007,ต่อเติมห้อง LOADING DOCK รง 4.,ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 4,14-Mar-97,1,46000,1,NON BOI,NULL
CP02-40-0010,อาคารโรงงาน-ออฟฟิศ,ฝ่ายโรงงาน,2202,5340,อาคารโรงงาน 5,01-Apr-97,1,36616811,1,NON BOI,NULL
CP02-40-0011,ปรับปรุงอาคารโรงงาน,ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,01-Sep-97,1,128600,1,NON BOI,NULL
CP02-41-0001,ปรับปรุงอาคารโรงงาน 1,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 1,01-Feb-98,1,598920,1,NON BOI,NULL
CP02-41-0003,อาคารโรงน้ำแข็งหลอด โรงงาน 1,ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 1,31-Dec-98,1,1421007,11681,NON BOI,NULL
CP02-41-0004,อาคารโรงน้ำแข็งหลอด โรงงาน 2,ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 2,31-Dec-98,1,1362003,11196,NON BOI,NULL
CP02-42-0001,เพิ่มเติมโรงน้ำแข็งหลอด รง.1,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,28-Feb-99,1,166550,2716,NON BOI,NULL
CP02-42-0002,เพิ่มเติมโรงน้ำแข็งหลอดรง.2,ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 2,19-Mar-99,1,169184,3199,NON BOI,NULL
CP02-45-0001,ปรับปรุงอาคารโรงงาน 3,ฝ่ายโรงงาน,5311,3110,อาคารโรงงาน 3,01-Jul-02,1,22610389,4141109,NON BOI,NULL
CP02-49-0001,ปรับปรุงห้องแพ็คกิ้ง,ฝ่ายโรงงาน,2202,5340,อาคารโรงงาน 5,31-Oct-06,1,377570,150770,NON BOI,NULL
CP02-52-0001,อาคาร BOILER (เชื้อเพลิงแข็ง),ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,31-May-09,1,6769330,3580327,NON BOI,NULL
CP02-54-0001,อาคารหอพักมิตรภาพ 1,ฝ่ายบริหารทรัพยากรบุคคล,2104,5222,หอพักพนักงานรายวัน - รายเดือน,31-Aug-11,1,2775831,1780715,NON BOI,NULL
CP02-54-0002,อาคารหอพักมิตรภาพ 2,ฝ่ายบริหารทรัพยากรบุคคล,2104,5222,หอพักพนักงานรายวัน - รายเดือน,31-Aug-11,1,2775831,1780715,NON BOI,NULL
CP02-56-0001,อาคารหอพักมิตรภาพ 3   Phase 2,ฝ่ายบริหารทรัพยากรบุคคล,2104,5222,หอพักพนักงานรายวัน - รายเดือน,30-Jun-13,1,4088800,2997147,NON BOI,NULL
CP02-56-0002,อาคารหอพักมิตรภาพ 4   Phase 2,ฝ่ายบริหารทรัพยากรบุคคล,2104,5222,หอพักพนักงานรายวัน - รายเดือน,30-Jun-13,1,4088800,2997147,NON BOI,NULL
CP02-56-0003,อาคารอเนกประสงค์หอพักมิตรภาพ Phase 2,ฝ่ายบริหารทรัพยากรบุคคล,2104,5222,หอพักพนักงานรายวัน - รายเดือน,30-Jun-13,1,1926250,1411968,NON BOI,NULL
CP02-57-0001,อาคารหอพักมิตรภาพ 5  Phase 3,ฝ่ายบริหารทรัพยากรบุคคล,2104,5222,หอพักพนักงานรายวัน - รายเดือน,31-Mar-14,1,10202973,7861880,NON BOI,NULL
CP02-57-0002,อาคารหอพักมิตรภาพ 6  Phase 3,ฝ่ายบริหารทรัพยากรบุคคล,2104,5222,หอพักพนักงานรายวัน - รายเดือน,31-Mar-14,1,10202973,7861880,NON BOI,NULL
CP02-57-0003,อาคารหอพักมิตรภาพ 7  Phase 3,ฝ่ายบริหารทรัพยากรบุคคล,2104,5222,หอพักพนักงานรายวัน - รายเดือน,31-Mar-14,1,10202973,7861880,NON BOI,NULL
CP02-57-0004,อาคารหอพักมิตรภาพ 8  Phase 3,ฝ่ายบริหารทรัพยากรบุคคล,2104,5222,หอพักพนักงานรายวัน - รายเดือน,31-Mar-14,1,10202973,7861880,NON BOI,NULL
CP02-58-0001,อาคารโรงงาน 2,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 2,31-Oct-15,1,42023176,35713943,BOI,1070(2)/2557
CP02-59-0001,อาคารบ้านพักผู้บริหาร,ฝ่ายบริหารทรัพยากรบุคคล,2106,5222,หอพักผู้บริหาร,30-Nov-16,1,22116528,19993000,NON BOI,NULL
CP03-28-0016,ห้องเย็นเก็บอาหารสำเร็จรูป 1/1 (ห้องเก็บอุปกรณ์)),ฝ่ายจัดซื้อวัตถุดิบ,4002,1110,อาคารโรงงาน 2,01-Jan-85,1,2905881,1,NON BOI,NULL
CP03-28-0017,ห้องเย็นเก็บอาหารสำเร็จรูป 1/2 (ไม่ได้ใช้งาน),ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,01-Jan-85,1,2905881,1,NON BOI,NULL
CP03-32-0023,CONTACT PLATE FREEZER,ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,03-Apr-89,1,537841,1,NON BOI,NULL
CP03-32-0024,CONTACT PLATE FREEZER,ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,03-Apr-89,1,537841,1,NON BOI,NULL
CP03-33-0025,CONTACT PLATE FREEZER (BOI),ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,31-May-90,1,749682,1,BOI,1099/สอ/2533
CP03-33-0026,CONTACT PLATE FREEZER (BOI),ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,31-May-90,1,749682,1,BOI,1099/สอ/2533
CP03-34-0020,เครื่องกำเนิดไฟฟ้า GEN-301 (BOI),ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,30-Jun-91,1,2691235,1,BOI,NULL
CP03-34-0021,ตู้ควบคุมเครื่องทำความเย็น (BOI),ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,30-Jun-91,1,901959,1,BOI,NULL
CP03-34-0022,อุปกรณ์ห้อง COLD ROOM,ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,30-Jun-91,1,1829437,1,NON BOI,NULL
CP03-34-0023,คอมเพรชเชอร์ตู้ FREEZER (BOI),ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,30-Jun-91,1,4070912,1,BOI,NULL
CP03-34-0026,อุปกรณ์เครื่องทำความเย็น,ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,30-Jun-91,1,4076575,1,NON BOI,NULL
CP03-34-0031,เครื่องทำน้ำแข็งยูนิต(ยกเลิก RC411 ใช้ RC412รหัส 03-47-0001),ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 3,30-Jun-91,1,1292618,1,NON BOI,NULL
CP03-35-0012,เครื่อง BOILER,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 4,30-Apr-92,1,1020462,1,NON BOI,NULL
CP03-35-0025,เครื่องจักร-อุปกรณ์ทำความเย็น (BOI),ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,31-May-92,1,3885664,1,BOI,NULL
CP03-35-0049,เครื่องโม่น้ำแข็งพร้อมสกรูลำเลียง (โรงน้ำแข็ง 80ตัน ที่ F.4),ฝ่ายจัดซื้อวัตถุดิบ,4006,1140,อาคารโรงงาน 2,31-Dec-92,1,169720,1,NON BOI,NULL
CP03-36-0013,เครื่องผ่าท้องกุ้ง CT4-S06,ฝ่ายโรงงาน,5411,4116,อาคารโรงงาน 4,30-Jun-93,1,31815,1,NON BOI,NULL
CP03-36-0015,เครื่องผ่าท้องกุ้ง CT4-S08,ฝ่ายโรงงาน,5411,4116,อาคารโรงงาน 4,30-Jun-93,1,31815,1,NON BOI,NULL
CP03-36-0016,เครื่องผ่าท้องกุ้ง CT4-S09,ฝ่ายโรงงาน,5411,4116,อาคารโรงงาน 4,30-Jun-93,1,31815,1,NON BOI,NULL
CP03-36-0032,หม้อต้มกุ้ง NO.1,ฝ่ายโรงงาน,5411,4112,อาคารโรงงาน 4,28-Nov-93,1,293319,1,NON BOI,NULL
CP03-36-0037,เครื่องกำเนิดไฟฟ้า (BOI),ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,30-Nov-93,1,2749651,1,BOI,NULL
CP03-38-0002,เครื่องทอด (FRIER) BOI,ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,01-Oct-95,1,4588151,1,BOI,NULL
CP03-38-0003,เครื่องคลุกแป้ง TR1-002 Produstor (BOI),ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,01-Oct-95,1,523880,1,BOI,NULL
CP03-38-0004,เครื่องชุบแป้ง BATTER APPLICATIOR No.1 (BOI),ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,01-Oct-95,1,399449,1,BOI,NULL
CP03-38-0005,เครื่องชุบขนมปัง DRY CRUMB (BOI),ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,01-Oct-95,1,463428,1,BOI,NULL
CP03-38-0006,เครื่องผสมแป้ง TR1-013 BATTER MIXER (BOI),ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,01-Oct-95,1,321558,1,BOI,NULL
CP03-38-0009,คอนเวย์ ลำเลียงเข้าฟรีส (CONV.),ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,01-Oct-95,1,200459,1,BOI,NULL
CP03-38-0011,คอนเวย์ (FEED CONVEYOR),ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,01-Oct-95,1,210649,1,BOI,NULL
CP03-38-0025,เครื่องบั้ง-ยืดกุ้ง NO.1157,ฝ่ายโรงงาน,5420,4121,อาคารโรงงาน 4,01-Oct-95,1,1570683,1,BOI,1030/2537
CP03-38-0026,เครื่องบรรจุสูญญากาศ VACUUM PACK,ฝ่ายโรงงาน,5420,4125,อาคารโรงงาน 4,01-Oct-95,1,893247,1,BOI,1030/2537
CP03-38-0037,เครื่องแลกเปลียนความร้อน,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 4,01-Oct-95,1,321507,1,BOI,1030/2537
CP03-38-0043,เครื่องทำน้ำเย็น,ฝ่ายวิศวกรรม,5952,CHILLED WATER,อาคารโรงงาน 4,01-Oct-95,1,571241,1,BOI,1030/2537
CP03-38-0050,ตู้อบความชื้น BR4-011,ฝ่ายโรงงาน,5425,BREAD CRUMB,อาคารโรงงาน 4,01-Oct-95,1,107605,1,BOI,NULL
CP03-38-0051,เครื่องยกแป้งที่ผสมแล้ว,ฝ่ายโรงงาน,5425,BREAD CRUMB,อาคารโรงงาน 4,01-Oct-95,1,306454,1,BOI,1030/2537
CP03-38-0052,เครื่องแบ่งก้อนแป้ง DIVIDER BR4-005,ฝ่ายโรงงาน,5425,BREAD CRUMB,อาคารโรงงาน 4,01-Oct-95,1,623169,1,BOI,NULL
CP03-38-0054,เครื่องรีดก้อนแป้ง MOLDING M/C BR4-007,ฝ่ายโรงงาน,5425,BREAD CRUMB,อาคารโรงงาน 4,01-Oct-95,1,247992,1,BOI,NULL
CP03-38-0066,เครื่องรีดสายพานSEALER STAINLE,ฝ่ายโรงงาน,5311,3114,อาคารโรงงาน 3,01-Oct-95,1,84920,1,NON BOI,NULL
CP03-38-0068,เครื่องรีดสายพานSEALER STAINLE,ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,84920,1,NON BOI,NULL
CP03-38-0069,เครื่องรีดสายพานSEALER STAINLE,ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,84920,1,NON BOI,NULL
CP03-38-0070,เครื่องรีดสายพานSEALER STAINLE,ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,84920,1,NON BOI,NULL
CP03-38-0073,เครื่องชริ้งPST 11(อุโมงลมร้อน)SRE-011,ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,81587,1,NON BOI,NULL
CP03-38-0074,หม้อต้มกุ้ง SUSHI NO.2,ฝ่ายโรงงาน,5411,4112,อาคารโรงงาน 4,01-Oct-95,1,529283,1,NON BOI,NULL
CP03-38-0076,SPIRAL FREEZER M.42 (BOI),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,5723288,1,BOI,NULL
CP03-38-0077,SPIRAL FREEZER GCM 58 (BOI),ฝ่ายโรงงาน,5411,4115,อาคารโรงงาน 4,01-Oct-95,1,7658839,1,BOI,1030/2537
CP03-38-0092,สายพานการผลิต A1(PEEL TRIM BAG),ฝ่ายโรงงาน,5411,4114,อาคารโรงงาน 4,01-Oct-95,1,591901,1,NON BOI,NULL
CP03-38-0093,สายพานการผลิต A2(PEEL TRIM BAG),ฝ่ายโรงงาน,5411,4114,อาคารโรงงาน 4,01-Oct-95,1,591901,1,NON BOI,NULL
CP03-38-0094,สายพานการผลิต A3(PEEL TRIM BAG),ฝ่ายโรงงาน,5411,4114,อาคารโรงงาน 4,01-Oct-95,1,590876,1,NON BOI,NULL
CP03-38-0095,สายพานการผลิต A4(PEEL TRIM GAG),ฝ่ายโรงงาน,5411,4114,อาคารโรงงาน 4,01-Oct-95,1,590876,1,NON BOI,NULL
CP03-38-0096,สายพานการผลิต A5(PEEL TRIM BAG),ฝ่ายโรงงาน,5411,4114,อาคารโรงงาน 4,01-Oct-95,1,590876,1,NON BOI,NULL
CP03-38-0099,รางส่ง B1 (WATER FLUME),ฝ่ายโรงงาน,5411,4114,อาคารโรงงาน 4,01-Oct-95,1,90008,1,NON BOI,NULL
CP03-38-0102,สายพานล้างกุ้ง B4(COOLING-CONV.),ฝ่ายโรงงาน,5411,4114,อาคารโรงงาน 4,01-Oct-95,1,286871,1,NON BOI,NULL
CP03-38-0112,สายพานสั้น D3(SMALL CONV.),ฝ่ายโรงงาน,5420,4121,อาคารโรงงาน 4,01-Oct-95,1,40871,1,NON BOI,NULL
CP03-38-0113,สายพานสั้น D3(SMALL CONV.),ฝ่ายโรงงาน,5420,4121,อาคารโรงงาน 4,01-Oct-95,1,40871,1,NON BOI,NULL
CP03-38-0114,สายพานสั้น D3(SMALL CONV.),ฝ่ายโรงงาน,5420,4121,อาคารโรงงาน 4,01-Oct-95,1,40871,1,NON BOI,NULL
CP03-38-0115,สายพานสั้น D3(SMALL CONV.),ฝ่ายโรงงาน,5420,4121,อาคารโรงงาน 4,01-Oct-95,1,40871,1,NON BOI,NULL
CP03-38-0116,สายพานสั้น D3(SMALL CONV.),ฝ่ายโรงงาน,5420,4121,อาคารโรงงาน 4,01-Oct-95,1,40871,1,NON BOI,NULL
CP03-38-0117,สายพานสั้น D3(SMALL CONV.),ฝ่ายโรงงาน,5420,4121,อาคารโรงงาน 4,01-Oct-95,1,40871,1,NON BOI,NULL
CP03-38-0134,สายพานการผลิต BSHR G4(PRE-DUST),ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,01-Oct-95,1,475088,1,NON BOI,NULL
CP03-38-0135,สายพานการผลิต BSHR G5(PRE-DUST),ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,01-Oct-95,1,475088,1,NON BOI,NULL
CP03-38-0136,สายพานการผลิต BSHR G6(PRE-DUST),ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,01-Oct-95,1,475088,1,NON BOI,NULL
