Asset Code,Asset Description,Locatoion Dept,Cost Center,Location Section,Location Main,Date,Units,Cost ,Book Value,BOI,BOI Number
CP15-57-0019,เครื่องฉีดโฟม (ไลน์ Block),ฝ่ายโรงงาน,5131,1220,อาคารโรงงาน 1,31-Oct-14,1,390432,77873,BOI,1070(2)/2557
CP15-57-0020,เครื่องฉีดโฟม (ไลน์ IQF),ฝ่ายโรงงาน,5131,1220,อาคารโรงงาน 1,31-Oct-14,1,117143,23365,BOI,1070(2)/2557
CP15-57-0021,รถยกไฟฟ้า CROWN ELECTRIC RIDER DOUBLE DEEP REACH TRUCK 103-RD5725-006,ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 4,30-Nov-14,1,1600000,345425,BOI,1075(3)/2557
CP15-57-0022,เครนสำหรับงานซ่อมบำรุงทั่วไปในบริษัท ( รถทะเบียน 80-6447),ฝ่ายวิศวกรรม,5901,5452,อาคารวิศวกรรม,30-Nov-14,1,263000,56780,NON BOI,NULL
CP15-57-0023,เครื่องชุบ Better No.1  สำหรับไลน์ Dry Clumb,ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,29-Dec-14,1,168270,39003,BOI,1075(3)/2557
CP15-57-0024,เครื่องชุบ Better No.2  สำหรับไลน์ Dry Clumb,ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,29-Dec-14,1,161763,37494,BOI,1075(3)/2557
CP15-57-0025,เครื่องชุบขนมปัง สำหรับไลน์ Dry Clumb,ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,29-Dec-14,1,248508,57600,BOI,1075(3)/2557
CP15-57-0026,สกรูลำเลียงน้ำแข็ง 80 ตัน,ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 4,29-Dec-14,1,87905,20376,BOI,1075(3)/2557
CP15-58-0001,อ่างล้างกุ้งสำหรับ AJINOMOTO,ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,28-Feb-15,1,78174,20733,BOI,1070(2)/2557
CP15-58-0002,คอนเวย์รับกุ้งลงอ่างล้างวัตถุดิบ,ฝ่ายโรงงาน,5001,2111,อาคารโรงงาน 2,31-Mar-15,1,178864,50475,BOI,1070(2)/2557
CP15-58-0003,คอนเวย์รับกุ้งจากรถสิบล้อ,ฝ่ายโรงงาน,5001,2111,อาคารโรงงาน 2,31-Mar-15,1,264985,74777,BOI,1070(2)/2557
CP15-58-0004,คอนเวย์อ่างล้างกุ้ง,ฝ่ายโรงงาน,5001,2111,อาคารโรงงาน 2,31-Mar-15,1,178210,50290,BOI,1070(2)/2557
CP15-58-0005,คอนเวย์อ่างล้างกุ้ง,ฝ่ายโรงงาน,5001,2111,อาคารโรงงาน 2,31-Mar-15,1,178210,50290,BOI,1070(2)/2557
CP15-58-0006,เครื่องห่อฟิล์ม Ploneer EFK 250 Auto L Sealer,ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,07-May-15,1,400000,120987,BOI,1075(3)/2557
CP15-58-0007,อ่างล้างกุ้งก่อนดูดมัน,ฝ่ายโรงงาน,5411,4111,อาคารโรงงาน 1,31-May-15,1,307779,97141,BOI,1075(3)/2557
CP15-58-0008,"เครื่องปิด OPP TAPE  (""CHUEN AN"" CHS-6602 SEMI-AUTOMATIC TOP AND BC)",ฝ่ายโรงงาน,5311,3114,อาคารโรงงาน 3,23-Jun-15,1,150000,49234,BOI,1075(3)/2557
CP15-58-0009,คอนเวย์ชั้นเดียวรับกุ้งจากหักหัวลงเครื่องร่อน,ฝ่ายโรงงาน,5001,2111,อาคารโรงงาน 2,31-Aug-15,1,134050,49067,BOI,1070(2)/2557
CP15-58-0010,เครื่องบดเนื้อกุ้ง SILENT CUTTER,ฝ่ายโรงงาน,5420,4121,อาคารโรงงาน 4,01-Oct-15,1,441000,168910,NON BOI,1075(3)/ 2557
CP15-58-0011,คอนเวย์แกะกุ้งแบบ 2 ชั้นยาว 20 เมตร,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-Oct-15,1,446503,178357,BOI,1070(2)/2557
CP15-58-0012,คอนเวย์แกะกุ้งแบบ 2 ชั้นยาว 20 เมตร,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-Oct-15,1,446503,178357,BOI,1070(2)/2557
CP15-58-0013,คอนเวย์แกะกุ้งแบบ 2 ชั้นยาว 20 เมตร,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-Oct-15,1,446503,178357,BOI,1070(2)/2557
CP15-58-0014,คอนเวย์แกะกุ้งแบบ 2 ชั้นยาว 20 เมตร,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-Oct-15,1,446503,178357,BOI,1070(2)/2557
CP15-58-0015,คอนเวย์แกะกุ้งแบบ 2 ชั้นยาว 20 เมตร,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-Oct-15,1,446503,178357,BOI,1070(2)/2557
CP15-58-0016,คอนเวย์แกะกุ้งแบบ 2 ชั้นยาว 20 เมตร,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-Oct-15,1,446503,178357,BOI,1070(2)/2557
CP15-58-0017,คอนเวย์แกะกุ้งแบบ 2 ชั้นยาว 20 เมตร,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-Oct-15,1,446503,178357,BOI,1070(2)/2557
CP15-58-0018,คอนเวย์แกะกุ้งแบบ 2 ชั้นยาว 20 เมตร,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-Oct-15,1,446503,178357,BOI,1070(2)/2557
CP15-58-0019,เครื่องบดละเอียด Pin Mill MODEL:CTC-30B,ฝ่ายโรงงาน,5812,1311,อาคารโรงงาน 1,22-Dec-15,1,280000,119825,NON BOI,NULL
CP15-58-0020,คอนเวย์สเปรย์มันกุ้ง (2ชุด),ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,29-Dec-15,1,221758,95751,BOI,1070(2)/2557
CP15-59-0001,เครื่องร่อนอินกรีเดี๊ยน Vibration Saparator with Stand Model:49-6001S-316L,ฝ่ายโรงงาน,5420,4127,อาคารโรงงาน 4,31-Jan-16,1,180536,81209,NON BOI,NULL
CP15-59-0002,เครื่องรัดสายแพ็ค Auto Strapping Machine 3ASP-S (F.3),ฝ่ายโรงงาน,5311,3114,อาคารโรงงาน 3,18-Feb-16,1,185000,85037,NON BOI,NULL
CP15-59-0003,คอนเวย์รับปลือกกุ้ง 30 เมตร (ชุดที่ 1),ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,29-Feb-16,1,175591,81767,NON BOI,NULL
CP15-59-0004,สร้างเครื่องล้างกุ้ง คัดแยกสิ่งแปลกปนออกจากกุ้ง,ฝ่ายโรงงาน,5420,4121,อาคารโรงงาน 4,29-Feb-16,1,350807,163359,NON BOI,NULL
FA15-59-0005,"ท่อสูบน้ำ STL 12"" เครื่องยนต์ 4DR7 (R)",ฝ่ายฟาร์มเพาะเลี้ยงกุ้ง,3001,6510,RESERVOIR (อ่างเก็บน้ำ),29-Feb-16,1,197710,92067,NON BOI,NULL
FA15-59-0006,"ท่อสูบน้ำ STL 12"" เครื่องยนต์ 4DR7 (R)",ฝ่ายฟาร์มเพาะเลี้ยงกุ้ง,3001,6510,RESERVOIR (อ่างเก็บน้ำ),29-Feb-16,1,197710,92067,NON BOI,NULL
CP15-59-0008,คอนเวย์แกะกุ้ง ชุดที่ 1,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-Mar-16,1,253386,122286,NON BOI,NULL
CP15-59-0009,คอนเวย์แกะกุ้ง ชุดที่ 2,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-Mar-16,1,253207,122199,NON BOI,NULL
CP15-59-0010,สร้างเครื่อง X-Lift,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 2,31-Mar-16,1,195303,94255,NON BOI,NULL
CP15-59-0011,งานปรับปรุง และตรวจรับรองระบบเพื่อเปลี่ยนเชื้อเพลิง Boiler เชื้อเพลิงแข็ง,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,31-Mar-16,1,439000,211864,NON BOI,NULL
CP15-59-0012,เครื่องกลั่น Distillation K-355  with SO2 Package 230V (LAB เคมี),ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,6400,8111,อาคารคลังพัสดุ,08-Apr-16,1,390000,189921,NON BOI,NULL
CP15-59-0013,คอนเวย์แสง UV ไลน์ Blanch sushi,ฝ่ายโรงงาน,5420,4125,อาคารโรงงาน 4,30-Apr-16,1,94065,46939,NON BOI,NULL
CP15-59-0014,เครื่องป่นขนมปัง Grinder Machine 18ST Specifcation model 18ST,ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,05-May-16,1,350000,175606,NON BOI,NULL
CP15-59-0015,เครื่อง REJECTOR ANRITSU KW4104AW (IP66) COMPLETE SET FROM JAPAN,ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,31-May-16,1,218817,112897,BOI,1070(2)/2557
CP15-59-0016,คอนเวย์แกะกุ้ง ชุดที่ 3,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-May-16,1,260789,134551,NON BOI,NULL
CP15-59-0017,คอนเวย์แกะกุ้ง ชุดที่ 4,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-May-16,1,273302,141008,NON BOI,NULL
CP15-59-0018,เครื่องซีลแนวตั้ง VERTICAL BAND SEALER MODEL VBS III 5/S STRUCTURE SUS304 SPEED,ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,09-Jun-16,1,165000,85942,NON BOI,NULL
CP15-59-0019,คอนเวย์แกะกุ้ง ชุดที่ 5,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,30-Jun-16,1,276238,147050,NON BOI,NULL
CP15-59-0020,คอนเวย์แกะกุ้ง ชุดที่ 6,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,30-Jun-16,1,275495,146655,NON BOI,NULL
CP15-59-0021,คอนเวย์แกะกุ้ง ชุดที่ 7,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,31-Jul-16,1,278773,153122,NON BOI,NULL
CP15-59-0022,OVERHAUL SHRIMPGRADING MACHINE TYPE:RLG-6/24-5-EX-1 (CP03-50-0003),ฝ่ายโรงงาน,5411,4111,อาคารโรงงาน 1,31-Jul-16,1,343756,188816,NON BOI,NULL
CP15-59-0023,คอนเวย์แกะกุ้ง ชุดที่ 8,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,30-Sep-16,1,278538,162278,NON BOI,NULL
CP15-59-0024,คอนเวย์แกะกุ้ง ชุดที่ 9,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,30-Sep-16,1,320322,186621,NON BOI,NULL
CP15-59-0026,คอนเวย์ Overhead  1 ตัว (CHO Project),ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 3,31-Oct-16,1,281015,168481,NON BOI,NULL
CP15-59-0027,คอนเวย์ลำเลียง  1 ตัว (CHO Project),ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 3,31-Oct-16,1,121119,72617,NON BOI,NULL
CP15-59-0028,คอนเวย์สะเด็ดน้ำ  1 ตัว (CHO Project),ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 3,31-Oct-16,1,130503,78243,NON BOI,NULL
CP15-59-0029,อ่าง Cooling  (CHO Project),ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 3,31-Oct-16,1,270987,162469,NON BOI,NULL
CP15-59-0030,อ่าง Cooling  (CHO Project),ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 3,31-Oct-16,1,270987,162469,NON BOI,NULL
CP15-59-0031,เครื่อง Battering Machine for Topedo (Auto breading machine),ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,31-Oct-16,1,337898,202585,NON BOI,NULL
CP15-59-0032,เครื่อง Forming conveyor (Auto breading machine),ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,31-Oct-16,1,158708,95153,NON BOI,NULL
CP15-59-0033,เครื่อง Autometic  bread cnumb feeder  (Auto breading machine),ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,31-Oct-16,1,192054,115146,NON BOI,NULL
CP15-59-0034,เครื่อง Bread crumb return feeder (Auto breading machine),ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,31-Oct-16,1,183896,110254,NON BOI,NULL
CP15-59-0035,เครื่อง Breading machine (Auto breading machine),ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,31-Oct-16,1,267294,160255,NON BOI,NULL
CP15-59-0036,คอนเวย์ลำเลียง 2 ชั้น 10 เมตร,ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,31-Oct-16,1,146342,87739,NON BOI,NULL
CP15-59-0037,คอนเวย์ลำเลียง 2 ชั้น 10 เมตร,ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,31-Oct-16,1,146605,87897,NON BOI,NULL
CP15-59-0038,คอนเวย์ลำเลียง 2 ชั้น 10 เมตร,ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,31-Oct-16,1,146354,87746,NON BOI,NULL
FA15-59-0025,เครื่องฉีดน้ำแรงดันสูง ARTIC MAX DS 220 T พร้อมอุปกรณ์ครบชุด,ฝ่ายฟาร์มเพาะเลี้ยงกุ้ง,3001,6510,ภายนอกบริษัท,31-Oct-16,1,249013,149295,NON BOI,NULL
CP15-59-0039,ตู้จ่ายน้ำมันเชื้อเพลิงระบบดิจิตอล 1 มือจ่าย แมปั่ม พร้อมอุปกรณ์ติดตั้งครบชุด,ฝ่ายโรงงาน,2202,5340,อาคารคลังพัสดุ,30-Nov-16,1,118500,72989,NON BOI,NULL
CP15-59-0040,คอนเวย์แกะกุ้ง ชุดที่ 10,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,30-Nov-16,1,340179,209530,NON BOI,NULL
CP15-59-0041,อ่างล้างกุ้ง  (CHO),ฝ่ายวิศวกรรม,5901,5440,อาคารวิศวกรรม,30-Nov-16,1,420634,259085,NON BOI,NULL
FA15-59-0042,"เครื่องซีลPE  HAND EXTRUSION ""FUSION 3C"" 230V 2800W",ฝ่ายฟาร์มเพาะเลี้ยงกุ้ง,3001,6510,ภายนอกบริษัท,03-Dec-16,1,128584,79411,NON BOI,NULL
CP15-59-0043,ชุดควบคุมการสั่งจ่ายน้ำมันผ่านบัตร RFID ชนิด 1 หัวจ่าย,ฝ่ายโรงงาน,2202,5340,อาคารคลังพัสดุ,27-Dec-16,1,113750,71742,NON BOI,NULL
CP15-59-0044,คอนเวย์แกะกุ้ง ชุดที่ 11,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,29-Dec-16,1,344362,217563,NON BOI,NULL
CP15-59-0045,คอนเวย์แกะกุ้ง ชุดที่ 12 (ปรับปรุงเป็น CP04-60-0706 707),ฝ่ายโรงงาน,5411,4111,อาคารโรงงาน 1,29-Dec-16,1,337885,213471,NON BOI,NULL
CP15-59-0046,คอนเวย์รับปลือกกุ้ง 30 เมตร (ชุดที่ 2),ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,29-Dec-16,1,187192,118265,NON BOI,NULL
CP15-59-0047,คอนเวย์ลำเลียงขึ้นคอนเวย์สะเด็ดน้ำ,ฝ่ายโรงงาน,5411,4111,อาคารโรงงาน 1,29-Dec-16,1,176014,111203,NON BOI,NULL
FA15-60-0001,เครื่องฉีดน้ำแรงดันสูง ARTIC MAX DS 220 T  10HP,ฝ่ายฟาร์มเพาะเลี้ยงกุ้ง,3001,6510,ภายนอกบริษัท,17-Feb-17,1,177500,117004,NON BOI,NULL
FA15-60-0002,เครื่องฉีดน้ำแรงดันสูง ARTIC MAX DS 220 T  10HP,ฝ่ายฟาร์มเพาะเลี้ยงกุ้ง,3001,6510,ภายนอกบริษัท,26-Apr-17,1,177500,123618,NON BOI,NULL
CP15-60-0003,เครื่องวัดการใช้ไอน้ำสตีม (Flowmeter steam),ฝ่ายโรงงาน,5812,1311,อาคารโรงงาน 1,29-Apr-17,1,100800,70367,NON BOI,NULL
CP15-60-0004,"เครื่องตรวจจับโลหะ ""ANRITSU"" KDS8125BW DUW-H SERIES METAL DETECTOR",ฝ่ายโรงงาน,5311,3114,อาคารโรงงาน 3,11-May-17,1,452000,318506,NON BOI,NULL
FA15-60-0005,เครื่องฉีดน้ำแรงดันสูง ARTIC MAX DS 220 T 10HP,ฝ่ายฟาร์มเพาะเลี้ยงกุ้ง,3001,6510,ภายนอกบริษัท,20-May-17,1,177500,125952,NON BOI,NULL
CP15-60-0006,"เครื่องโอพีพี เทป ""CHUEN AN"" CHS-6602 SEMI-AUTOMATIC TOP AND BC",ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,31-May-17,1,160000,114499,NON BOI,NULL
CP15-60-0007,อ่างล้างกุ้งหลังดูดมัน,ฝ่ายโรงงาน,5411,4111,อาคารโรงงาน 1,31-May-17,1,161047,115248,NON BOI,NULL
CP15-60-0008,คอนเวย์ลำเลียงหลังสะเด็ดน้ำ(เข้าเครื่องชั่ง) (4111),ฝ่ายโรงงาน,5411,4111,อาคารโรงงาน 1,31-May-17,1,137894,98680,NON BOI,NULL
CP15-60-0009,MOTOR ABB: M3BP315SMC-4  110KW  4POLE  400VD (ใช้งานร่วมกับ CP03-58-0001),ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 3,30-Jun-17,1,404000,295750,NON BOI,NULL
CP15-60-0010,MOTOR ABB: M3BP315SMC-4  110KW  4POLE  400VD (ใช้งานร่วมกับ CP03-59-0001),ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 3,30-Jun-17,1,404000,295750,NON BOI,NULL
CP15-60-0011,เครื่องพิมพ์ Inkjet Printer รุ่น UX-D160W (Standard Model) S/N: UXD02905612,ฝ่ายโรงงาน,5411,4115,อาคารโรงงาน 4,12-Jul-17,1,200000,147726,NON BOI,NULL
CP15-60-0012,"เครื่องเติมอากาศ ""Flender"" Surface Aerator Size 7.5HP Model:ZR88-K4(132)",ฝ่ายวิศวกรรม,5901,5451,บ่อบำบัดน้ำเสีย,18-Jul-17,1,168000,124642,NON BOI,NULL
CP15-60-0013,"เครื่องเติมอากาศ ""Flender"" Surface Aerator Size 7.5HP Model:ZR88-K4(132)",ฝ่ายวิศวกรรม,5901,5451,บ่อบำบัดน้ำเสีย,18-Jul-17,1,168000,124642,NON BOI,NULL
FA15-60-0014,"เครื่อง Seal HDPE "" LEISTER "" Automatic Welding Machine Comet With Wedge 50mm.",ฝ่ายฟาร์มเพาะเลี้ยงกุ้ง,3001,6510,อาคารสำนักงาน,17-Aug-17,1,296700,225005,NON BOI,NULL
CP15-60-0015,เครื่องป้อนถุงพร้อมสายพานลำเลียง (Feeder),ฝ่ายโรงงาน,5411,4115,อาคารโรงงาน 4,24-Aug-17,1,160000,121951,NON BOI,NULL
CP15-60-0016,ตู้อบขนมปัง Model: 4SV2 Electric Rack Oven,ฝ่ายโรงงาน,5425,BREAD CRUMB,อาคารโรงงาน 4,21-Sep-17,1,675000,524836,NON BOI,NULL
CP15-60-0017,ตู้อบขนมปัง Model: 4SV2 Electric Rack Oven,ฝ่ายโรงงาน,5425,BREAD CRUMB,อาคารโรงงาน 4,21-Sep-17,1,675000,524836,NON BOI,NULL
CP15-60-0018,เครื่องพิมพ์ Domino Thermal Transfer Printer V230 iLH 53mm,ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,22-Dec-17,1,230000,190428,NON BOI,NULL
CP15-60-0019,อ่างล้างกุ้งหลังแกะพร้อมเครื่อง Screener (ติดตั้งที่คอนเวย์แกะกุ้ง 2),ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,29-Dec-17,1,302072,251258,NON BOI,NULL
CP15-60-0020,อ่างล้างกุ้งหลังแกะพร้อมเครื่อง Screener (ติดตั้งที่คอนเวย์แกะกุ้ง 3),ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,29-Dec-17,1,302072,251258,NON BOI,NULL
CP15-60-0021,เครื่องซีลแนวนอน HORIZONTAL BAND SEALER HBS,ฝ่ายโรงงาน,5411,4114,อาคารโรงงาน 4,29-Dec-17,1,175000,145562,NON BOI,NULL
CP15-61-0001,ถังพักน้ำยาเหลว (Receiver) RC-4820 แบบนอน พร้อมอุปกรณ์ท่อน้ำยาและวาล์ว,ฝ่ายโรงงาน,5131,5410,อาคารโรงงาน 1,16-Jan-18,1,600000,504986,NON BOI,NULL
CP15-61-0002,เปลี่ยนคอยล์เครื่อง Spiral Freezer M58 พร้อมอุปกรณ์,ฝ่ายโรงงาน,5411,5410,อาคารโรงงาน 4,16-Jan-18,1,1550000,1304548,NON BOI,NULL
CP15-61-0003,งานเปลี่ยนผนังตู้ Freezer M.58  เป็นแผ่นฉนวนหุ้มด้วย Stainless,ฝ่ายโรงงาน,5411,4115,อาคารโรงงาน 4,31-Jan-18,1,1090000,926351,NON BOI,NULL
FA15-61-0004,เครื่อง POCKIT Xpress ( 8 throughput ) including 2 Micropipette and 1 cubee,ฝ่ายฟาร์มเพาะเลี้ยงกุ้ง,3001,6510,อาคารสำนักงาน,22-Feb-18,1,262700,226426,NON BOI,NULL
CP15-61-0005,เครื่องต้มน้ำร้อน สำหรับล้างอุปกรณ์ (ปิ่นโต),ฝ่ายโรงงาน,5411,4114,อาคารโรงงาน 4,28-Feb-18,1,317025,274292,NON BOI,NULL
CP15-61-0006,อ่างล้างอุปกรณ์ ก่อนเข้าเครื่องล้างอุปกรณ์,ฝ่ายโรงงาน,5411,4114,อาคารโรงงาน 4,28-Feb-18,1,104767,90645,NON BOI,NULL
CP15-61-0007,เครื่องโอพีพี เทป CHUEN AN CHS-6602 SEMI-AUTOMATIC TOP&BC,ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,26-Mar-18,1,165000,145110,NON BOI,NULL
FA15-61-0008,"เครื่องซีล PE Hand Extrusion ""Fusion 3C"" 230V/2600W",ฝ่ายฟาร์มเพาะเลี้ยงกุ้ง,3001,6510,ภายนอกบริษัท,02-Apr-18,1,128584,113577,NON BOI,NULL
CP15-61-0008,เครื่องอบหัวกุ้ง Shrimp powder,ฝ่ายโรงงาน,5812,1311,อาคารโรงงาน 1,30-Jun-18,1,425609,396691,NON BOI,NULL
CP15-61-0009,เครื่องอบหัวกุ้ง Shrimp powder,ฝ่ายโรงงาน,5812,1311,อาคารโรงงาน 1,30-Jun-18,1,425609,396691,NON BOI,NULL
CP15-61-0010,เครื่องรีดก้อนแป้ง (รีดโด),ฝ่ายโรงงาน,5420,4127,อาคารโรงงาน 4,31-Jul-18,1,161476,153248,NON BOI,NULL
CP15-61-0011,งานติดตั้งเครนเก่าญี่ปุ่น 3.5ตัน 4ท่อน ยี่ห้อTadano พร้อมติดตั้ง PTO  81-1202,ฝ่ายวิศวกรรม,5901,5430,อาคารวิศวกรรม,03-Aug-18,1,340000,323233,NON BOI,NULL
CP15-61-0012,เครื่องโอพีพี เทป CHUEN AN CHS-6602 TOP&BOTTOM DRIVE STAINLESSTEEL,ฝ่ายโรงงาน,5411,4115,อาคารโรงงาน 4,16-Aug-18,1,165000,158038,NON BOI,NULL
CP16-42-0001,ปรับปรุงอาคารโรงงาน 3,ฝ่ายโรงงาน,5311,3110,อาคารโรงงาน 3,01-May-99,1,1271516,1,NON BOI,NULL
CP16-43-0003,ปรับปรุงอาคารสำนักงาน,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,30-Dec-00,1,564198,1,NON BOI,NULL
CP16-44-0003,ปรับปรุงอาคารโรงกุ้งแห้ง,ฝ่ายโรงงาน,5812,1311,อาคารโรงงาน 1,11-Jun-01,1,208500,1,NON BOI,NULL
CP16-44-0005,โรงจอดรถหลัง รง.4,ฝ่ายบริหารทรัพยากรบุคคล,2105,5254,อาคารสำนักงาน,30-Dec-01,1,1226820,1,NON BOI,NULL
CP16-45-0001,หลังคาโค้งคลุมถนนหน้าโรงงาน 1,ฝ่ายบริหารทรัพยากรบุคคล,2105,5254,อาคารสำนักงาน,01-Jul-02,1,475000,1,NON BOI,NULL
CP16-45-0002,อาคารเครื่องกล,ฝ่ายวิศวกรรม,5901,5452,อาคารวิศวกรรม,30-Jul-02,1,408242,1,NON BOI,NULL
CP16-45-0003,ปรับปรุงอาคารโรงงาน 1,ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 1,01-Aug-02,1,4669500,1,NON BOI,NULL
CP16-45-0004,ห้องเก็บกุ้งแห้ง,ฝ่ายโรงงาน,5812,1311,อาคารโรงงาน 1,06-Sep-02,1,449841,1,NON BOI,NULL
CP16-49-0001,ปรับปรุงโรงกุ้งแห้ง(พื้น-ผนัง-ร่องระบายน้ำ),ฝ่ายโรงงาน,5812,1311,อาคารโรงงาน 1,14-Jul-06,1,235000,1,NON BOI,NULL
CP16-49-0002,ปรับปรุงพื้นห้องและผนังห้องเก็บน้ำแข็งหลอด (F4),ฝ่ายโรงงาน,5420,4121,อาคารโรงงาน 4,30-Jul-06,1,470000,1,NON BOI,NULL
CP16-49-0003,ปรับปรุงพื้นห้องแต่งตัวโซนเขียว-เหลือง(ปูกระเบื้อง),ฝ่ายบริหารทรัพยากรบุคคล,5700,5223,อาคารโรงงาน 4,31-Jul-06,1,264484,1,NON BOI,NULL
CP16-49-0005,ปรับปรุงหลังคาโคลรูมโรงงาน 3,ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 3,30-Dec-06,1,371900,1,NON BOI,NULL
CP16-50-0001,ติดตั้งฝ้าเพดาน โคลรูม 3/1,ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 3,28-Feb-07,1,1315000,1,NON BOI,NULL
CP16-50-0002,ปรับปรุงพื้นบริเวณตู้ PLATE FREEZER,ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,05-Mar-07,1,439250,1,NON BOI,NULL
CP16-50-0004,ปรับปรุง Line CPTO,ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 4,30-Apr-07,1,194790,1,NON BOI,NULL
CP16-50-0005,ปป.พื้น-เพดานอาคารบ้านพักรับรอง บ้านพัก Sup,ฝ่ายบริหารทรัพยากรบุคคล,2106,5222,หอพักผู้บริหาร,31-May-07,1,356838,1,NON BOI,NULL
CP16-50-0007,ปรับปรุงพื้นและเพดานบริเวณรื้อถอน Air Blast,ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,31-Jul-07,1,201000,1,NON BOI,NULL
CP16-50-0008,ปรับปรุง LINE SUSHI,ฝ่ายโรงงาน,5411,4110,อาคารโรงงาน 4,31-Jul-07,1,831400,1,NON BOI,NULL
CP16-50-0009,ปรับปรุงห้อง LAB MICRO,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,6400,8112,อาคารคลังพัสดุ,31-Jul-07,1,898398,1,NON BOI,NULL
CP16-50-0010,ปรับปรุงห้อง QA (หน้าโคลรูม รง.3),ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,6200,8140,อาคารโรงงาน 3,31-Aug-07,1,169716,1,NON BOI,NULL
CP16-50-0011,ซ่อมขัดสนิม/ทาสีโครง TRUSS COLDROOM รง.4,ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 4,06-Oct-07,1,495000,1,NON BOI,NULL
CP16-50-0012,ปรับปรุง LINE CPTO,ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 4,25-Dec-07,1,1787108,1,NON BOI,NULL
CP16-51-0001,หลังคาครอบบ่อ ICE BANK,ฝ่ายโรงงาน,5411,4110,อาคารโรงงาน 4,01-Jan-08,1,215000,1,NON BOI,NULL
